,OBJECTID,GIS_ID,NAME,ALPHA_CODE,PARK_CODE,LOCATION,AQUIRED,TRANS_DC,SOURCE,RESERVE,LABEL,Shape_Length,Shape_Area,SQUARE,SUFFIX,LOT,SSL,PAR,Zip Code
356,357,Nps_371,"The Mall, Smithsonian Grounds",NACC,802.0,"12th To 9th Sts NW & Constitution Ave., NW To Independence Ave.",1,,NPS,003,The National Mall,6629.89855714682,370692.938494085,PAR ,,6.0,PAR 03160006,316.0,20004
357,358,Nps_519,Rock Creek & Potomac Parkway,ROCR,844.0,"Along Rock Creek, Between Zoo & Theodore Roosevelt Bridge","2, 6, 8",,NPS,360,Rock Creek & Potomac Parkway,13589.1255043196,723644.634055238,0000,,0.0,RES 03600000,,20037
358,359,Nps_517,Curb Parking,ROCR,878.0,"Jenifer & 41st St., At Belt Rd., NW",8,,NPS,326C,,87.9370230910388,349.502154390604,1741,,815.0,1741    0815,,20016
359,360,Nps_501,Buzzard Point,NACE,893.0,"Anacostia River, Between 1st & Water Sts., SW",6,,NPS,629,Buzzard Point,410.84269809606303,8799.201751274491,0667,S,804.0,0667S   0804,,98926
360,361,Nps_497,Bald Eagle Hill,NACE,832.0,"Giesboro Rd. & Southern Ave., SW",6,,NPS,561,Bald Eagle Hill,1543.72224085908,88632.2262323209,0000,,0.0,RES 05610000,,20032
361,362,Nps_540,Baltimore Washington Parkway,NACE,842.0,DC Line To Md Rt. 176,9,,NPS,688,Baltimore Washington Parkway,686.922434057051,19156.9132303853,0000,,0.0,RES 06880000,,20002
362,363,Nps_006,Fort Stevens Park,ROCR,889.0,"13th St., Between Piney Branch Rd. & Rittenhouse St., NW","5, 6",,NPS,358,Fort Stevens Park,400.93349782611097,11222.1883975874,"2939,2940",,0.0,RES 03580000,,20011
363,364,Nps_008,Fort Circle Park,ROCR,832.0,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,169.583000030997,1383.23100514038,"2939,2940",,0.0,RES 03580000,,
364,365,Nps_483,Battery Ricketts,NACE,832.0,"Fort Pl. Between Pearson & Bruce Pl., SE",6,,NPS,575,Battery Ricketts,861.206362957249,40586.3663936152,5745,,60.0,5745    0060,,20020
365,366,Nps_402,Triangle,NACE,840.0,"Pennsylvania Ave., Between 5th & C Sts.SE",1,,NPS,041,,238.335432915987,1633.4259722249499,0819,S,0.0,RES 00390000,,20002
366,367,Nps_395,Triangle,NACE,840.0,"Pennsylvania Ave., Between 5th & C Sts.SE",1,,NPS,040,,242.25397099510897,1650.16193492924,0819,S,0.0,RES 00400000,,20002
367,368,Nps_386,"Anacostia Park, Section F",NACE,831.0,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,712.6252657567329,31052.66662147,1121,,802.0,1121    0802,,20020
368,369,Nps_305,Triangle,NACE,877.0,"Maryland Ave., & G st. East Of 13th St.,, NE",1,,NPS,212,,30.3382203377662,40.5764005507431,0000,,0.0,RES 02120000,,20002
369,370,Nps_300,Triangle (Juarez Statue Site),NACC,875.0,New Hampshire & Virginia Aves. To 25th & G Sts. NW,1,,NPS,134,,100.330584124692,458.52165809232497,"0008,0017","E,S",0.0,RES 01340000,,20037
370,371,Nps_140,Park,ROCR,836.0,"Garfield St., Between Fulton St. & Foxhall Rd., NW","6, 8",,NPS,529,,862.3033713730299,27143.992828957,"1339,1340,1381,1615",,0.0,RES 05290000,,20007
371,372,Nps_138,Park,ROCR,836.0,"Garfield St., Between Fulton St. & Foxhall Rd., NW","6, 8",,NPS,529,,931.56427778673,30058.124809870296,"1339,1340,1381,1615",,0.0,RES 05290000,,20007
372,373,Nps_115,Fort Circle Park,ROCR,832.0,"Palisades Park to American University, NW",6,,NPS,530,Fort Circle Park,3303.3721918969895,211486.222202399,PAR ,,2.0,PAR 03030002,303.0,98466
373,374,Nps_121,Battery Kemble Park,ROCR,884.0,"Chain Bridge Rd., South Of Nebraska Av. & Little Falls Rd.",6,,NPS,521,Battery Kemble Park,460.206394841241,12079.0642746899,PAR ,,2.0,PAR 03030002,303.0,
374,375,Nps_095,Ward Circle,ROCR,893.0,"Massachusetts & Nebraska Aves., NW",8,,NPS,572,,134.832005946848,533.576300438881,0000,,0.0,RES 05720000,,20016
375,376,Nps_096,Ward Circle,ROCR,893.0,"Massachusetts & Nebraska Aves., NW",8,,NPS,572,Ward Circle,174.667591956791,2019.61282681971,0000,,0.0,RES 05720000,,20016
376,377,Nps_228,Potomac Palisades Parkway,ROCR,847.0,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,,1887.07222132023,35466.9617323881,0000,,0.0,RES 04040000,,
377,378,Nps_126,Potomac Palisades Parkway,CHOH,847.0,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,Potomac Palisades Parkway,13320.224222403702,849353.987782295,0000,,0.0,RES 04040000,,
378,379,Nps_160,Potomac Palisades Parkway,ROCR,847.0,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,,1340.3090741344502,10119.231768015,0000,,0.0,RES 04040000,,
379,380,Nps_142,Chesapeake & Ohio Canal National Historical Park,CHOH,412.0, , ,,NPS,404,,187.432397673637,1267.1662347648,0000,,0.0,RES 04040000,,
380,381,Nps_122,"Clara Barton Parkway, Maryland",GWMP,851.0,"DC Line To Great Falls, MD","6, 9",,NPS,404M2,Clara Barton Parkway,1532.1862815143,35214.9543567332,0000,,0.0,RES 04040000,,
381,382,Nps_108,Chesapeake & Ohio Canal National Historical Park,CHOH,412.0, , ,,NPS,404,Chesapeake & Ohio Canal National Historical Park,2535.62886931218,282859.788215996,0000,,0.0,RES 04040000,,
382,383,Nps_118,Woodley Park,ROCR,893.0,"Cortland Pl. & Devonshire Pl ., NW","6, 8",,NPS,635,Woodley Park,860.30783749946,12259.6282341533,2103,,804.0,2103    0804,,20008
383,384,Nps_254,Chesapeake & Ohio Canal National Historical Park,CHOH,412.0,From Rock Creek and Potomac Parkway Along Potomac River To DC Line,4,,NPS,404,,191.52557907944401,1778.0355354146302,0000,,0.0,RES 04040000,,20008
384,385,Nps_253,Chesapeake & Ohio Canal National Historical Park,CHOH,412.0,From Rock Creek and Potomac Parkway Along Potomac River To DC Line,4,,NPS,404,,185.25796281366902,1344.34790369224,0000,,0.0,RES 04040000,,20008
385,386,Nps_252,Chesapeake & Ohio Canal National Historical Park,CHOH,412.0,From Rock Creek and Potomac Parkway Along Potomac River To DC Line,4,,NPS,404,,285.219363426182,2796.56110330779,0000,,0.0,RES 04040000,,20008
386,387,Nps_251,Chesapeake & Ohio Canal National Historical Park,CHOH,412.0,From Rock Creek and Potomac Parkway Along Potomac River To DC Line,4,,NPS,404,Chesapeake & Ohio Canal National Historical Park,1284.26901818799,14900.4797366628,0000,,0.0,RES 04040000,,20008
387,388,Nps_249,Potomac Palisades Parkway,CHOH,847.0,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,,328.43137470215197,5759.54451371966,0000,,0.0,RES 04040000,,
388,389,Nps_153,Potomac Palisades Parkway,ROCR,847.0,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,Potomac Palisades Parkway,5202.38288916174,107758.481800729,0000,,0.0,RES 04040000,,
389,390,Nps_129,Woodley Park,ROCR,893.0,"Cortland Pl. & Devonshire Pl ., NW","6, 8",,NPS,635,,211.751818564903,1018.84462086539,"2084,2103,2214,2215,2216",,0.0,RES 03560000,,20008
390,391,Nps_545,Rock Creek Park & Piney Branch Parkway,ROCR,821.0,"Klingle Rd. To DC Line, West Of 16th St., NW","5,6,7,8",,NPS,339,Rock Creek Park & Piney Branch Parkway,55996.0362252922,6840971.69903746,"2084,2103,2214,2215,2216",,0.0,RES 03560000,,20012
391,392,Nps_141,Potomac Palisades Parkway,ROCR,847.0,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,Potomac Palisades Parkway,2828.27606461431,71039.7692251102,1412,,824.0,1412    0824,,
